Beta	Final Infections
0.3487	2201.0
0.3495	2166.0
0.3503	2193.0
0.3511	2230.0
0.3519	2228.0
0.3527	2273.0
0.3535	2194.0
0.3543	2207.0
0.3551	2192.0
0.3559	2240.0
0.3567	2186.0
0.3575	2237.0
0.3583	2240.0
0.3591	2239.0
0.3599	2293.0
0.3607	2239.0
0.3615	2215.0
0.3623	2233.0
0.3631	2282.0
0.3639	2222.0
0.3647	2236.0
0.3655	2214.0
0.3663	2214.0
0.3671	2242.0
0.3679	2257.0
0.3687	2226.0
0.3695	2210.0
0.3703	2224.0
0.3711	2239.0
0.3719	2249.0
0.3727	2264.0
0.3735	2227.0
0.3743	2257.0
0.3752	2194.0
0.3760	2231.0
0.3768	2241.0
0.3776	2190.0
0.3784	2258.0
0.3792	2248.0
0.3800	2227.0
0.3808	2224.0
0.3816	2261.0
0.3824	2247.0
0.3832	2264.0
0.3840	2256.0
0.3848	2246.0
0.3856	2248.0
0.3864	2228.0
0.3872	2248.0
0.3880	2270.0
0.3888	2230.0
0.3896	2226.0
0.3904	2286.0
0.3912	2262.0
0.3920	2247.0
0.3928	2276.0
0.3936	2230.0
0.3944	2267.0
0.3952	2292.0
0.3960	2280.0
0.3968	2257.0
0.3976	2261.0
0.3984	2254.0
0.3992	2270.0
0.4000	2304.0
