Beta	Final Infections
0.3832	2287.0
0.3840	2341.0
0.3848	2338.0
0.3856	2339.0
0.3864	2340.0
0.3872	2316.0
0.3880	2279.0
0.3888	2313.0
0.3896	2342.0
0.3904	2328.0
0.3912	2355.0
0.3920	2311.0
0.3928	2340.0
0.3936	2322.0
0.3944	2309.0
0.3952	2352.0
0.3960	2322.0
0.3968	2317.0
0.3976	2337.0
0.3984	2345.0
0.3992	2337.0
0.4000	2368.0
